church,date,title,url,from_speaker,to_speaker,reason
Phoenix Lighthouse Tabernacle,2019-02-24,2019-0224 PM,https://www.youtube.com/watch?v=Wc96t3q487c,Bro. Eliseo Moreno,Eliseo Moreno,smart_correction
Phoenix Lighthouse Tabernacle,2018-01-21,2018-0121  AM,https://www.youtube.com/watch?v=EoTVpUJOJoM,Bro. Joseph Dalton,Joseph Dalton,smart_correction
Phoenix Lighthouse Tabernacle,2019-04-11,2019-0411 PM,https://www.youtube.com/watch?v=fuG_GaD3jzc,"Associate Pastor, Javier Villa","Associate, Javier Villa",smart_correction
Phoenix Lighthouse Tabernacle,2024-02-22,La Simiente Original 8  Apostle Pastor Bernie G. Garcia  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=955RO76kzRs,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2019-01-10,2019-0110 PM,https://www.youtube.com/watch?v=I6a7RrBCMBc,Bro. Elier Aguilera,Elier Aguilera,smart_correction
Phoenix Lighthouse Tabernacle,2019-03-28,2019-0328 PM,https://www.youtube.com/watch?v=2EDedEzjxEM,Bro. Eliseo Moreno,Eliseo Moreno,smart_correction
Phoenix Lighthouse Tabernacle,2025-04-10,Adopcion 43  Apostle Pastor Bernie G  Garcia  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=n5SobBH9iH0,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2017-11-19,2017-1119 AM,https://www.youtube.com/watch?v=ZYNhZJTqUM8,Pastor Dr. Ernest R. Montoya,Ernest R. Montoya,smart_correction
Phoenix Lighthouse Tabernacle,2023-05-11,Las Tres Etapas De La Gracia 13 Part 1  Apostle Pastor Bernie G. Garcia  PLT,https://www.youtube.com/watch?v=eX03d_gCix4,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2017-01-15,2017-151 AM,https://www.youtube.com/watch?v=iizy2w5I6JU,"Pastor, Dr. Ernesto Montoya",Ernesto Montoya,smart_correction
Phoenix Lighthouse Tabernacle,2018-04-15,2018-0415 PM,https://www.youtube.com/watch?v=mauds6-9KpA,Bro. Nathaniel Facio,Nathaniel Facio,smart_correction
Phoenix Lighthouse Tabernacle,2023-06-15,Las Tres Etapas De La Gracia 15 Part 2  Apostle Pastor Bernie G. Garcia  PLT,https://www.youtube.com/watch?v=om1BtAcYJL8,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2023-02-16,Las Tres Etapas De La Gracia 7 Part 1  Apostle Pastor Bernie G. Garcia  PLT,https://www.youtube.com/watch?v=ShZTd3pqBj4,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2019-08-11,2019-0811PM,https://www.youtube.com/watch?v=BNL_yqyt6AM,Bro. Daniel Aguilera- La gran Batalla en el Cielo,Daniel Aguilera- La gran Batalla en el Cielo,smart_correction
Phoenix Lighthouse Tabernacle,2020-06-08,2020-0607 AM,https://www.youtube.com/watch?v=RCUjkRh_bLA,Associate Pastor Carlos E. Torres,Associate,smart_correction
Phoenix Lighthouse Tabernacle,2018-06-10,2018-0610 AM,https://www.youtube.com/watch?v=7tlihVMyYNg,Bro. Paulo Andre Aver,Paulo Andre Aver,smart_correction
Phoenix Lighthouse Tabernacle,2023-09-21,Las Tres Etapas De La Gracia 22 part 2  Apostle Pastor Bernie G. Garcia  PLT,https://www.youtube.com/watch?v=BvoyeiabScI,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2025-07-10,El Señor Monstuo  Apostle Pastor Bernie G. Garcia  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=VLPcgXwZ5Vg,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2019-04-28,2019-0428 PM,https://www.youtube.com/watch?v=A0s0XGeygn0,Associate Pastor Bro. Trini Osuna,Associate,smart_correction
Phoenix Lighthouse Tabernacle,2019-02-17,2019-0217 AM,https://www.youtube.com/watch?v=tfqsNfMQ3Jc,"Pastor, Dr. Ernest Montoya",Ernest Montoya,smart_correction
Phoenix Lighthouse Tabernacle,2016-10-30,2016-1030 PM Rest For Our Soul,https://www.youtube.com/watch?v=8oSaArLBDg0,Bro. Albert Osuna,Albert Osuna,smart_correction
Phoenix Lighthouse Tabernacle,2025-08-21,Comprendiendome 3  Apostle Pastor Bernie G  Garcia  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=JczypQVmF1o,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2025-10-23,Contraataque 2  Apostle Pastor Bernie G  Garcia  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=vzQHy9HUVZM,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2018-03-25,2018-0325 PM,https://www.youtube.com/watch?v=iOZbup9rr90,Bro. Antonio Lopez,Antonio Lopez,smart_correction
Phoenix Lighthouse Tabernacle,2023-04-13,Las Tres Etapas De La Gracia 11 Part 1  Apostle Pastor Bernie G. Garcia  PLT,https://www.youtube.com/watch?v=XKly90Kqdbk,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2025-08-07,Comprendiendome 1  Apostle Pastor Bernie G  Garcia  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=DM44kZ2AJTA,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2019-09-29,2019-0929PM,https://www.youtube.com/watch?v=AknFec-3ytI,Bro. Jose Escobar,Jose Escobar,smart_correction
Phoenix Lighthouse Tabernacle,2020-11-15,2020-1115AM Associate Pastor Javier Villa Jr.,https://www.youtube.com/watch?v=usTHkMB7GVg,Taking Sides with Jesus,Taking Sides,smart_correction
Phoenix Lighthouse Tabernacle,2024-07-25,Adopcion 8  Apostle Pastor Bernie G. Garcia  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=EGCHzaZwny8,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2018-09-09,2018-0909 PM,https://www.youtube.com/watch?v=G75z48BbIDo,Associate Pastor Javier Villa Jr.- The Greatest Revival,Associate,smart_correction
Phoenix Lighthouse Tabernacle,2019-04-28,2019-0428 AM,https://www.youtube.com/watch?v=Ijv7nozKVWw,Associate Pastor Carlos E. Torres,Associate,smart_correction
Phoenix Lighthouse Tabernacle,2016-10-27,2016-1027 Las Tres Etapas De La Gracia 2,https://www.youtube.com/watch?v=VE9gsePhBgk,Bro. Daniel Aguilera,Daniel Aguilera,smart_correction
Phoenix Lighthouse Tabernacle,2021-11-07,2021-1107 AM,https://www.youtube.com/watch?v=_YWdnFwpJcA,Bro. Eliseo Moreno,Eliseo Moreno,smart_correction
Phoenix Lighthouse Tabernacle,2020-04-19,2020-0419 AM,https://www.youtube.com/watch?v=S-GPER7bPEM,Pastor Dr. Ernest R. Montoya,Ernest R. Montoya,smart_correction
Phoenix Lighthouse Tabernacle,2019-03-21,2019-0321 PM,https://www.youtube.com/watch?v=UyFJLqqrruc,"Associate Pastor, Carlos Torres","Associate, Carlos Torres",smart_correction
Phoenix Lighthouse Tabernacle,2021-11-19,2021-1118 PM,https://www.youtube.com/watch?v=J1N3UieZJeU,Apostle Pastor Bernie G. Garcia  Carta A Los Romanos 17 Part 2,Bernie G. Garcia,smart_correction
Phoenix Lighthouse Tabernacle,2017-09-03,2017-0903  AM,https://www.youtube.com/watch?v=l-aYEHsWpJc,"Pastor, Dr. Ernest Montoya",Ernest Montoya,smart_correction
Phoenix Lighthouse Tabernacle,2019-01-13,2019-0113 PM,https://www.youtube.com/watch?v=1to4leMcZGk,Bro. Antonio Lopez,Antonio Lopez,smart_correction
Phoenix Lighthouse Tabernacle,2018-05-13,2018-0513 AM,https://www.youtube.com/watch?v=UNgv8Av-mHY,"Pastor, Dr. Ernest R. Montoya",Ernest R. Montoya,smart_correction
Phoenix Lighthouse Tabernacle,2018-05-20,2018-05-20 AM,https://www.youtube.com/watch?v=fmCjxISK83I,"Associate Pastor, Bro. Carlos E. Torres","Associate, Carlos E. Torres",smart_correction
Phoenix Lighthouse Tabernacle,2021-10-22,2021-1021 PM,https://www.youtube.com/watch?v=ZGIHNz8ebpc,Apostle Pastor Bernie G. Garcia  Carta A Los Romanos 15,Bernie G. Garcia,smart_correction
Phoenix Lighthouse Tabernacle,2017-12-10,2017-1210  AM,https://www.youtube.com/watch?v=RC6Q_nPB6Lg,Bro. Margaro Reyes Franco,Margaro Reyes Franco,smart_correction
Phoenix Lighthouse Tabernacle,2018-08-02,2018-0802 PM,https://www.youtube.com/watch?v=QUab8FrOliA,"Associate Pastor, Bro. Javier Villa Jr.","Associate, Javier Villa",smart_correction
Phoenix Lighthouse Tabernacle,2016-10-09,2016-1009 PM Los Tres Llamados De La Misericoridia,https://www.youtube.com/watch?v=2lZrOe4q-J8,Bro. Joaquin Lopez,Joaquin Lopez,smart_correction
Phoenix Lighthouse Tabernacle,2018-04-22,2018-0422 PM,https://www.youtube.com/watch?v=oLOPqJNrHq0,Bro. Alfredo Garcia,Alfredo Garcia,smart_correction
Phoenix Lighthouse Tabernacle,2018-07-22,2018-0722 PM,https://www.youtube.com/watch?v=xkFreOHC1_k,Bro. Alfredo Garcia,Alfredo Garcia,smart_correction
Phoenix Lighthouse Tabernacle,2020-08-10,2020-0809 AM,https://www.youtube.com/watch?v=0cNJVkgEIyA,Pastor Dr. Ernest R. Montoya,Ernest R. Montoya,smart_correction
Phoenix Lighthouse Tabernacle,2019-11-03,2019-1103AM,https://www.youtube.com/watch?v=StjxqYTP2TQ,Associate Pastor Javier Villa Jr.,Associate,smart_correction
Phoenix Lighthouse Tabernacle,2023-08-17,Las Tres Etapas De La Gracia 20 Part 1  Apostle Pastor Bernie G. Garcia  PLT,https://www.youtube.com/watch?v=dgRt34JuQjE,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2020-10-02,2020-1001 PM,https://www.youtube.com/watch?v=EXXoYaBI7KQ,Apostle Pastor Bernie G. Garcia,Bernie G. Garcia,smart_correction
Phoenix Lighthouse Tabernacle,2019-02-28,2019-0228 PM,https://www.youtube.com/watch?v=oKHdwIYyX9g,Bro. Elier Aguilera,Elier Aguilera,smart_correction
Phoenix Lighthouse Tabernacle,2024-08-22,Adopción 12  Apostle Pastor Bernie G. Garcia  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=0OBpXeYI04Y,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2020-04-23,2020-0423 PM,https://www.youtube.com/watch?v=ZZ_MvkWsr9w,Apostle Pastor Bernie G. Garcia,Bernie G. Garcia,smart_correction
Phoenix Lighthouse Tabernacle,2023-03-16,Las Tres Etapas De La Gracia 9 Part 1  Apostle Pastor Bernie G. Garcia  PLT,https://www.youtube.com/watch?v=R6Z_T-EF-dQ,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2024-09-19,Adopcion 16  Apostle Pastor Bernie G. Garcia  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=UsvdXY70CEA,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2025-11-06,Contraataque 4  Apostle Pastor Bernie G  Garcia  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=GnH8e7Eno3s,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2019-11-17,2019-1117PM,https://www.youtube.com/watch?v=L3GI5pEjevg,Bro. Manuel Munoz- Gods Power To Transform,Manuel Munoz- Gods Power To Transform,smart_correction
Phoenix Lighthouse Tabernacle,2017-10-15,2017-1015  PM,https://www.youtube.com/watch?v=JjDoAqBDii4,Bro. Nathaniel Facio,Nathaniel Facio,smart_correction
Phoenix Lighthouse Tabernacle,2017-01-22,2017-0122 PM,https://www.youtube.com/watch?v=hTNc01aNQJ8,Bro. Jesus Escobar,Jesus Escobar,smart_correction
Phoenix Lighthouse Tabernacle,2023-07-13,Las Tres Etapas De La Gracia 17 Part 2  Apostle Pastor Bernie G. Garcia  PLT,https://www.youtube.com/watch?v=NStwmsev-oE,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2021-10-28,2021-1014 PM,https://www.youtube.com/watch?v=8HCp_4yAnnY,Apostle Pastor Bernie G. Garcia  Carta A Los Romanos 14 Part 2,Bernie G. Garcia,smart_correction
Phoenix Lighthouse Tabernacle,2018-11-04,2018-1104 PM,https://www.youtube.com/watch?v=n5-aiedDCvg,Bro. Trini Osuna- He Chose Us,Trini Osuna- He Chose,smart_correction
Phoenix Lighthouse Tabernacle,2017-10-05,2017-1005 PM,https://www.youtube.com/watch?v=kxFz3z4gqco,Bro. Sergio Escalante,Sergio Escalante,smart_correction
Phoenix Lighthouse Tabernacle,2020-08-24,2020-0823 AM,https://www.youtube.com/watch?v=0pmm-yMQ64M,Pastor Dr. Ernest R. Montoya,Ernest R. Montoya,smart_correction
Phoenix Lighthouse Tabernacle,2022-05-20,Carta A Los Romanos 30 Part 1,https://www.youtube.com/watch?v=QgHNcg4NFdE,Apostle Pastor Bernie G. Garcia  Phoenix Lighthouse Tabernacle,Bernie G. Garcia,smart_correction
Phoenix Lighthouse Tabernacle,2024-04-25,El Poder De La Palabra Hablada 4  Apostle Pastor Bernie G. Garcia  PLT,https://www.youtube.com/watch?v=Hdih49M5s_E,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2020-03-12,2020-0312 PM,https://www.youtube.com/watch?v=9nzvUXLfP7I,Bro. Elier Aguilera,Elier Aguilera,smart_correction
Phoenix Lighthouse Tabernacle,2021-09-03,2021-0902 PM,https://www.youtube.com/watch?v=k5rgqHmxJ7o,Apostle Pastor Bernie G. Garcia  Carta A Los Romanos 11 Part 2,Bernie G. Garcia,smart_correction
Phoenix Lighthouse Tabernacle,2019-12-29,2019-1229 PM,https://www.youtube.com/watch?v=VmBoBVgykn4,Bro. Enrique Reyes,Enrique Reyes,smart_correction
Phoenix Lighthouse Tabernacle,2018-09-16,2018-0916 AM,https://www.youtube.com/watch?v=SmdmNEGQ5EQ,"Associate Pastor, Bro. Carlos Torres","Associate, Carlos Torres",smart_correction
Phoenix Lighthouse Tabernacle,2018-01-20,2018-0120  PM,https://www.youtube.com/watch?v=aIA1I3_GJM4,Memorial Service,Unknown Speaker,smart_correction
Phoenix Lighthouse Tabernacle,2019-03-10,2019-0310 AM,https://www.youtube.com/watch?v=B1GklQ64m-s,Associate Pastor Carlos E. Torres,Associate,smart_correction
Phoenix Lighthouse Tabernacle,2019-06-30,2019-0630 AM,https://www.youtube.com/watch?v=upEb2MIARMc,Associate Pastor Carlos E. Torres,Associate,smart_correction
Phoenix Lighthouse Tabernacle,2025-11-13,Contraataque 5  Apostle Pastor Bernie G  Garcia  Pheonix Lighthouse Tabernacle,https://www.youtube.com/watch?v=0pO4pK4j_tY,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2018-02-04,2018-0204 AM,https://www.youtube.com/watch?v=zQeTUQ4dQwY,Bro. Alejandro Borunda,Alejandro Borunda,smart_correction
Phoenix Lighthouse Tabernacle,2019-08-04,2019-0804 PM,https://www.youtube.com/watch?v=dp0dQUDx9IA,Bro. Antonio Lopez,Antonio Lopez,smart_correction
Phoenix Lighthouse Tabernacle,2017-06-11,2017- 0611 PM,https://www.youtube.com/watch?v=NjbDuN2W2yo,"Asso. Pastor, Javier Villa- Aclamaciones De Gracia 2","Asso., Javier Villa- Aclamaciones De Gracia 2",smart_correction
Phoenix Lighthouse Tabernacle,2020-10-19,2020-1018 AM,https://www.youtube.com/watch?v=qukaKSs0xmc,Associate Pastor Javier Villa Jr.,Associate,smart_correction
Phoenix Lighthouse Tabernacle,2020-03-19,2020-0319PM,https://www.youtube.com/watch?v=a1r0_TFQoT0,Bro. Eliseo Moreno,Eliseo Moreno,smart_correction
Phoenix Lighthouse Tabernacle,2019-03-31,2019-0331 AM,https://www.youtube.com/watch?v=Dnc_eJTfmHw,Bro. Caleb Perez.,Caleb Perez,smart_correction
Phoenix Lighthouse Tabernacle,2021-10-08,2021-1007 PM,https://www.youtube.com/watch?v=hYwRenWOYuE,Apostle Pastor  Bernie G. Garcia  Carta A Los Romanos 14 Part 1,Bernie G. Garcia,smart_correction
Phoenix Lighthouse Tabernacle,2018-03-15,2018-03-15 PM,https://www.youtube.com/watch?v=ncn4xMQZWMw,Bro. Eliseo Moreno,Eliseo Moreno,smart_correction
Phoenix Lighthouse Tabernacle,2019-01-17,2019-0113 PM,https://www.youtube.com/watch?v=jCW16SrVkYc,Bro. Javier Villa,Javier Villa,smart_correction
Phoenix Lighthouse Tabernacle,2024-11-14,Adopcion 24  Apostle Pastor Bernie G. Garcia   Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=-PgaaWpbp0s,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2017-12-03,2017-1203 PM,https://www.youtube.com/watch?v=YHZfgxRYpd0,"Bro Ramon Rivera (Culiacan, Sinaloa,Mexico)",Ramon Rivera,smart_correction
Phoenix Lighthouse Tabernacle,2019-01-24,2019-0124 PM,https://www.youtube.com/watch?v=owTujenhW08,Bro. Carlos E. Torres,Carlos E. Torres,smart_correction
Phoenix Lighthouse Tabernacle,2020-06-19,2020-0618 PM,https://www.youtube.com/watch?v=vOg_0rgzmtc,Apostle Pastor Bernie G. Garcia,Bernie G. Garcia,smart_correction
Phoenix Lighthouse Tabernacle,2019-05-05,2019-0505 PM,https://www.youtube.com/watch?v=YBJtl08o4c4,Bro. Margil Arenas,Margil Arenas,smart_correction
Phoenix Lighthouse Tabernacle,2021-08-30,2021-0829 AM,https://www.youtube.com/watch?v=H3MXshNVdTw,Associate Pastor Javier Villa Jr.  Nuestro Pariente Redentor 2,Associate,smart_correction
Phoenix Lighthouse Tabernacle,2019-01-13,2019-0113 AM,https://www.youtube.com/watch?v=6EaylnlibI8,Associate Pastor Carlos E. Torres,Associate,smart_correction
Phoenix Lighthouse Tabernacle,2018-02-11,2018-0211 PM,https://www.youtube.com/watch?v=1Mt5s1Zwk_Y,"Asso. Pastor, Trini Osuna","Asso., Trini Osuna",smart_correction
Phoenix Lighthouse Tabernacle,2025-03-06,Adopcion 38  Apostle Pastor Bernie G  Garcia  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=ks52Aji2BSQ,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2021-06-16,Testify,https://www.youtube.com/watch?v=XemAEzS94G8,Sis. Bertha A. Perez,Bertha A. Perez,smart_correction
Phoenix Lighthouse Tabernacle,2017-05-14,2017- 0514 AM,https://www.youtube.com/watch?v=xuw4QRH0UzA,Bro. Manuel Escobar,Manuel Escobar,smart_correction
Phoenix Lighthouse Tabernacle,2018-04-08,2018-0408 PM,https://www.youtube.com/watch?v=V-9xh9NQxEE,Bro. Albert Osuna,Albert Osuna,smart_correction
Phoenix Lighthouse Tabernacle,2019-03-24,2019-0324 AM,https://www.youtube.com/watch?v=jbX7qCImxLY,"Associate Pastor, Carlos Torres","Associate, Carlos Torres",smart_correction
Phoenix Lighthouse Tabernacle,2025-02-23,Yo Restaurare 2  Apostle Pastor Bernie G  Garcia  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=efM83JziP6Q,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2024-08-01,Adopcion 9  Apostle Pastor Bernie G. Garcia  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=7r3tziXO_w8,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2016-10-23,2016-1023 PM Estad Quietos Y Ved La Salvacion De Jehova,https://www.youtube.com/watch?v=bm6tUHhn1lo,Asso. Pastor Bro. Carlos E. Torres,Asso,smart_correction
Phoenix Lighthouse Tabernacle,2021-03-05,2021-0304 PM- Apostle Pastor Bernie G. Garcia,https://www.youtube.com/watch?v=UFlA08fnCP0,Contra Ataque 5 Part  2,Contra Ataque 5,smart_correction
Phoenix Lighthouse Tabernacle,2021-01-29,2021-0128 PM- Apostle Pastor Bernie G. Garcia,https://www.youtube.com/watch?v=UtUfIJVXaxI,Contra Ataque 3 Part 1,Contra Ataque 3,smart_correction
Phoenix Lighthouse Tabernacle,2025-10-30,Contraataque 3  Apostle Pastor Bernie G  Garcia  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=DB6zHgY5pV8,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2025-10-26,92nd Birthday Celebration Of Our Pastor Apostle Bernie G. Garcia  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=jIqZc-srdyM,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2019-07-14,2019-0714 PM,https://www.youtube.com/watch?v=Yv43BdE1qB0,Bro. Joaquin Lopez,Joaquin Lopez,smart_correction
Phoenix Lighthouse Tabernacle,2024-01-25,La Simiente Original 4  Bernie G. Garcia  PLT,https://www.youtube.com/watch?v=2FDJ_rk7Z3Q,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2019-02-07,2019-0207 PM,https://www.youtube.com/watch?v=FOrCJgYgjjU,Associate Pastor Bro. Carlos E. Torres,Associate,smart_correction
Phoenix Lighthouse Tabernacle,2021-04-09,2021-0408 PM- Apostle Pastor Bernie G. Garcia,https://www.youtube.com/watch?v=iUU9_a7F8oE,Carta A Los Romanos 1 Part 1,Carta A Los Romanos 1,smart_correction
Phoenix Lighthouse Tabernacle,2024-11-07,Adopcion 23  Apostle Pastor Bernie G. Garcia  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=I-ECpfmLuTE,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2022-03-18,Carta  A los Romanos 25 Part 2  Apostle Paster Bernie G. Garcia  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=CX0KsLe-0sM,Paster Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2025-08-14,Comprediendome 2  Apostle Pastor Bernie G  Garcia  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=4HzwyexTGek,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2020-03-22,2020-0322AM,https://www.youtube.com/watch?v=VMjav82nSDQ,Pastor Dr. Ernest R. Montoya,Ernest R. Montoya,smart_correction
Phoenix Lighthouse Tabernacle,2017-08-06,2017- 0806 PM,https://www.youtube.com/watch?v=sHlxpLShikA,"Asso. Pastor, Javier Villa","Asso., Javier Villa",smart_correction
Phoenix Lighthouse Tabernacle,2020-01-12,2020-0112 AM,https://www.youtube.com/watch?v=5XdIQTgPeck,Associate Pastor Carlos E. Torres,Associate,smart_correction
Phoenix Lighthouse Tabernacle,2025-01-30,Adopcion 33  Apostle Pastor Bernie G. Garcia  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=3vtHr_OLWWM,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2020-07-27,2020-0726 AM,https://www.youtube.com/watch?v=wnZhNB3rlvw,Pastor Dr. Ernest R. Montoya,Ernest R. Montoya,smart_correction
Phoenix Lighthouse Tabernacle,2023-11-02,Las Tres Etapas De La Gracia 25 Part 2  Apostle Pastor Bernie G. Garcia,https://www.youtube.com/watch?v=0KrSDoiP238,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2019-11-10,2019-1110AM,https://www.youtube.com/watch?v=KEq3-XHN4LQ,"Associate Pastor, Javier Villa","Associate, Javier Villa",smart_correction
Phoenix Lighthouse Tabernacle,2025-06-19,El Mensajero Restaurador 2  Apostle Pastor Bernie G  Garcia  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=r3gwlJtgqkk,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2019-05-12,2019-0512 AM,https://www.youtube.com/watch?v=rFYFVLHqlEU,"Associate Pastor, Bro.  Javier Villa Jr.","Associate, Javier Villa",smart_correction
Phoenix Lighthouse Tabernacle,2024-06-13,Adopción 2  Apostle Pastor Bernie G  Garcia  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=F_3FDyzrg_s,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2018-02-25,2018-0225 PM,https://www.youtube.com/watch?v=tKOFm7JK30g,Bro. Benjamin Garcia,Benjamin Garcia,smart_correction
Phoenix Lighthouse Tabernacle,2023-10-15,Africa Missionary Trip  Circuit Rider Ministries,https://www.youtube.com/watch?v=bpSF_Tkyr2Q,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2021-02-12,2021-0211 PM- Apostle Pastor Bernie G. Garcia,https://www.youtube.com/watch?v=C_sfakPtf4E,Contra Ataque 4 Part 1,Contra Ataque 4,smart_correction
Phoenix Lighthouse Tabernacle,2023-12-11,The Attributes of God 2  Pastor Chris Long  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=2xvevBJVtg0,Unknown Speaker,Chris Long,unwanted_speaker
Phoenix Lighthouse Tabernacle,2021-09-12,2021-0912 AM,https://www.youtube.com/watch?v=jYN7V1oR0-Q,Bro. Eliseo Moreno  El Pariente Redentor,Eliseo Moreno,smart_correction
Phoenix Lighthouse Tabernacle,2017-10-08,2017-1008 PM,https://www.youtube.com/watch?v=Vx0efPRHnTE,Bro. Albert Osuna,Albert Osuna,smart_correction
Phoenix Lighthouse Tabernacle,2018-08-30,2018-0830 PM,https://www.youtube.com/watch?v=l4ysFjoj9As,Bro. Elier Aguilera,Elier Aguilera,smart_correction
Phoenix Lighthouse Tabernacle,2025-12-04,Contraataque 7  Apostle Pastor Bernie G  Garcia  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=hChfFT9gw5o,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2019-06-13,2019-0613 PM,https://www.youtube.com/watch?v=lIEV1ZmUC8w,Associate Pastor Bro. Javier Villa Jr.,Associate,smart_correction
Phoenix Lighthouse Tabernacle,2019-06-30,2019-0630 PM,https://www.youtube.com/watch?v=c6-4NsW4yk0,"Associate Pastor Javier Villa, Jr.",Associate,smart_correction
Phoenix Lighthouse Tabernacle,2024-04-04,El Poder De La Palabra Hablada 1 Apostle Pastor Bernie G. Garcia  PLT,https://www.youtube.com/watch?v=MuhGipGTOeg,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2025-04-17,Yo Restaurare 1  Apostle Pastor Bernie G  Garcia  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=FxyHlHfF5lQ,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2018-03-18,2018-0318 PM,https://www.youtube.com/watch?v=ARrz9rMmCB8,Bro. Albert Osuna,Albert Osuna,smart_correction
Phoenix Lighthouse Tabernacle,2019-01-31,2019-0131 PM,https://www.youtube.com/watch?v=KPZLYlxaebA,"Associate Pastor, Carlos Torres","Associate, Carlos Torres",smart_correction
Phoenix Lighthouse Tabernacle,2019-12-12,2019-1212 PM,https://www.youtube.com/watch?v=1ELDzUknR1Q,"Associate Pastor, Carlos Torres","Associate, Carlos Torres",smart_correction
Phoenix Lighthouse Tabernacle,2023-12-28,Herederos De Dios  Bernie G. Garcia  Phoenix Lighthouse Tabernacle,https://www.youtube.com/watch?v=lfDumDSxLwQ,Apostle Bernie,Bernie,smart_correction
Phoenix Lighthouse Tabernacle,2020-04-30,2020-0430 PM,https://www.youtube.com/watch?v=811tky9A8zY,Apostle Pastor Bernie G. Garcia,Bernie G. Garcia,smart_correction
