status,summary_file,date,title,church,summary_speaker,detected_speaker,redetected_try2,video_url
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2025-08-10,100825,,Divine Nature,Ben Gloyne,Divine Nature,https://www.youtube.com/watch?v=A-CkLz5OL1I
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2025-08-03,030825,,Walking Through Sandy Places,Ben Gloyne,Walking Through Sandy Places,https://www.youtube.com/watch?v=3WrTWrCFQgQ
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2025-07-30,300725,,Unknown Speaker,Mpho Nkoana,Mpho Nkoana,https://www.youtube.com/watch?v=Rbhh_CX2tjM
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2027-07-25,270725,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=HYiIDrYXcBU
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2023-07-25,230725,,Our Hiding Place,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=nB-fxUN-XJU
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2020-07-25,200725,,The Valley Of Decision,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=07s-dokhY7s
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2025-07-16,160725,,Unknown Speaker,Jimmy Pezoa,Jimmy Pezoa,https://www.youtube.com/watch?v=-uCN8xyxjlI
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2025-07-13,130725,,Love The Lord With All Your Mind,Ben Gloyne,Lord All Mind,https://www.youtube.com/watch?v=QQZC2eTKaXg
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2025-07-05,060725,,Mercy Seat,Ben Gloyne,Mercy Seat,https://www.youtube.com/watch?v=kx_4zGE1AwQ
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2025-07-02,020725,,Unknown Speaker,Armand Struwig,Armand Struwig,https://www.youtube.com/watch?v=txdath1MCSY
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2025-06-25,250625,,Unknown Speaker,Mpho Nkoana,Mpho Nkoana,https://www.youtube.com/watch?v=viUYI86JCpw
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2022-06-25,220625,,Going Beyond The Traditional Veil,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=sR0uvpEACL8
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2025-06-15,150625,,The Great Controversy,Ben Gloyne,Great Controversy,https://www.youtube.com/watch?v=VJapr4vFyGo
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2025-06-11,110625,,God Wants Sons and Daughters,Ben Gloyne,God Wants Sons,https://www.youtube.com/watch?v=inZDOj-Mol0
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2025-06-08,090625,,Compensating For Inner Problems,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=RG02pV4l2-8
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2025-06-07,090625,,Compensating For Inner Problems,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=Jy5sv96u2UU
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2025-06-04,040625,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=ZZvpBvyfNqM
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2025-06-01,010625,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=f0jwIF0Y_kI
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2025-06-01,010625,,Unknown Speaker,Alray Robertson,Alray Robertson,https://www.youtube.com/watch?v=TH0lebrk1oA
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2025-05-28,2805-25,,Unknown Speaker,Mpho Nkoana,Mpho Nkoana,https://www.youtube.com/watch?v=XzdjZu0ruH0
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2025-05-25,2505-25,,The Abrahamic Age,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=pcLQ5Wd39oI
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2025-05-21,2105-25,,Unknown Speaker,Andy Clifford,Andy Clifford,https://www.youtube.com/watch?v=l1m1CY891OM
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2025-05-18,1805-25,,The Abrahamic Age- Bro Ben Gloyne,Ben Gloyne,Abrahamic Age Ben Gloyne,https://www.youtube.com/watch?v=Sp6sqTm4uPI
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2025-05-14,1405-25,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=Gc4mRKd3POw
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2025-05-10,1105-25,,Whose Mouthpiece,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=CgXHPejBBxE
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2025-05-07,0705-25,,For Today I Must Abide,Eduan Naude,Today I Must Abide,https://www.youtube.com/watch?v=4C-Jhle5gyI
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2025-05-04,0405-25,,What Are You Looking,Ben Gloyne,What You Looking,https://www.youtube.com/watch?v=-XRijJAMbOc
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2025-04-23,2304-25,,Unknown Speaker,Jimmy Pezoa,Jimmy Pezoa,https://www.youtube.com/watch?v=aGt8A5BVXsU
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2025-04-16,1604-25,,Unknown Speaker,Mpho Nkoana,Mpho Nkoana,https://www.youtube.com/watch?v=rUJBGUyc2GA
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2025-04-13,1304-25,,Legion,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=eXDmqg2c7qM
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2025-04-09,0904-25,,Unknown Speaker,Armand Struwig,Armand Struwig,https://www.youtube.com/watch?v=In0Ed9Nc1Ws
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2025-04-06,0604-25,,The Power of Revelation,Ben Gloyne,Power Revelation,https://www.youtube.com/watch?v=EstkfRQz7mA
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2025-04-02,0204-25,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=jVmmLDZFASg
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2025-03-30,3003-25,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=gz25DS3VPTM
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2025-03-26,2603-25,,"The Rod, The Rod Of Moses And The Rod Of Aaron",Allistair Francis,Rod Moses,https://www.youtube.com/watch?v=9UHsQohodqM
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2025-03-23,2303-25,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=XJkewBZDeo0
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2025-03-19,1903-25,,Unknown Speaker,Mpho Nkoana,Mpho Nkoana,https://www.youtube.com/watch?v=1f5HtxYDZek
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2025-03-16,1603-25,,Offended,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=s3YfPj5MIBc
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2025-03-12,1203-25,,Unknown Speaker,Jimmy Pezoa,Jimmy Pezoa,https://www.youtube.com/watch?v=kHHwfRNYZVs
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2025-03-02,0203-25,,The Spirit And The,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=DS_Lx3HV3Rg
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2025-02-26,2602-25,,Unknown Speaker,Mpho Nkoana,Mpho Nkoana,https://www.youtube.com/watch?v=zayycgzapZ8
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2025-02-23,2302-25,,Eagle Anointing,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=yHgGVp8SoeU
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2025-02-19,1902-25,,Unknown Speaker,Armand Struwig,Armand Struwig,https://www.youtube.com/watch?v=GP4c5xVNeTk
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2025-02-16,1602-25,,Eagle Anointing,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=s-Ly1KlEy1Y
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2025-02-02,0201-25,,The Dynamics,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=iNzL9Jb3N1c
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2025-01-29,2901-25,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=bygNsKESBx4
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2025-01-26,2601-25,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=j8P_3syAnws
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2025-01-22,2201-25,,Unknown Speaker,Armand Struwig,Armand Struwig,https://www.youtube.com/watch?v=dFKiFUMNQTY
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2025-01-19,1901-25,,The Way Of Escape,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=Xrf4IRdbiI4
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2025-01-12,1201-25,,Getting Rid of Intruders,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=Jk9IHi7G9X4
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2025-01-08,0801-25,,Intruders,Jimmy Pezoa,Jimmy Pezoa,https://www.youtube.com/watch?v=C5g0BLSK0XI
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2025-01-05,0501-25,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=xsOb7vnueYg
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-12-29,2912-24,,Eyesalve,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=Vgz56qvJN5g
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-12-21,2212-24,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=E9HnWfnvbgk
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-12-18,1812-24,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=oUd5m_l_7Uo
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-12-15,1512-24,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=PI3tXEVltlI
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-12-11,1112-24,,Merry Christmas,Armand Struwig,Armand Struwig,https://www.youtube.com/watch?v=kj570QS-MoE
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-12-08,0812-24,,Blessed Be The Pure,Ben Gloyne,Blessed Pure,https://www.youtube.com/watch?v=F5U5efvHQ4Q
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-11-30,0112-24,,The Law of Liberty,Ben Gloyne,Law Liberty,https://www.youtube.com/watch?v=QSyzAD4YFJ8
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-11-27,2711-24,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=4Du4BDSE3lQ
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-11-24,2411-24,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=oze_U1M1AFo
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-11-20,2011-24,,Unknown Speaker,Armand Struwig,Armand Struwig,https://www.youtube.com/watch?v=b9u-YPRAUtA
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-11-17,1711-24,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=w_ZQITZ6bJU
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-11-12,1311-24,,Unknown Speaker,Mpho Nkoana,Mpho Nkoana,https://www.youtube.com/watch?v=Qlx-YhCxF6k
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-11-06,0611-24,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=yf1VkSmaQRM
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-10-27,2710-24,,Unknown Speaker,Chris Maritz,Chris Maritz,https://www.youtube.com/watch?v=MrqPlkJp9OM
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-10-26,2610-24,,Saturday,Andrew Glover,Andrew Glover,https://www.youtube.com/watch?v=RQ3Le1qOpu8
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-10-26,2610-24,,Saturday,Chris Maritz,Chris Maritz,https://www.youtube.com/watch?v=XtdvYQXI3rc
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-10-25,2510-24,,Friday,Andrew Glover,Andrew Glover,https://www.youtube.com/watch?v=pVmUkSh_fcY
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-10-20,2010-24,,Unknown Speaker,Armand Struwig,Armand Struwig,https://www.youtube.com/watch?v=IIuRG-6eSh8
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-10-16,1610-24,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=GDR9mSUqL0c
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-10-09,0910-24,,Communion and Footwashing,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=oyPVhAOA4Bw
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-10-05,0610-24,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=k3J49fZoG6g
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-10-02,0210-24,,Unknown Speaker,Mpho Nkoana,Mpho Nkoana,https://www.youtube.com/watch?v=IcyyL-eoGao
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-09-28,2909-24,,Unknown Speaker,Greg Alford,Greg Alford,https://www.youtube.com/watch?v=mMN-fPxKslQ
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-09-28,2909-24,,Three-Fold Judgement,Greg Alford,Greg Alford,https://www.youtube.com/watch?v=7BtVoiBnyls
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-09-25,2509-24,,Jobs Attitude,Ben Gloyne,Jobs Attitude,https://www.youtube.com/watch?v=6BNUi3F7tx4
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-09-21,2209-24,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=vvaohHvVngc
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-09-18,1809-24,,Unknown Speaker,Armand Struwig,Armand Struwig,https://www.youtube.com/watch?v=MYLT7pWexzc
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-09-11,1109-24,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=z2PH7uNXKYA
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-08-28,2808-24,,Its All About Perspective,Eduan Naude,Its All About Perspective,https://www.youtube.com/watch?v=fz7EzJX9Aiw
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-08-24,2508-24,,Three Kinds of Believers,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=Xh_z8bHPvpQ
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-08-21,2108-24,,Unknown Speaker,Armand Struwig,Armand Struwig,https://www.youtube.com/watch?v=iZr0BG68NZs
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-08-17,1808-24,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=6neHT-8zTzI
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-08-10,1108-24,,Having Another Testimony On The Sea,Ben Gloyne,Having Another Sea,https://www.youtube.com/watch?v=hcWxKn2EN_E
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-08-07,You Have A Power Within You To Overcome  Bro Tazwell Jeffries,,Unknown Speaker,Tazwell Jeffries,Tazwell Jeffries,https://www.youtube.com/watch?v=0K3pP_wT_T8
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-08-03,0408-24,,The Power Of Reverence,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=-P9TlevvUmA
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-07-31,3107-24,,Grit,Jimmy Pezoa,Jimmy Pezoa,https://www.youtube.com/watch?v=e7JzlOrZLco
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-07-27,2807-24,,"Respect, not Entitlement",Ben Gloyne,Not Entitlement,https://www.youtube.com/watch?v=wmQ5LgaeUHY
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-07-24,2407-24,,Unknown Speaker,Armand Struwig,Armand Struwig,https://www.youtube.com/watch?v=PRK4HxH30pM
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-07-20,2107-24,,Unknown Speaker,Hannes van Wyk,Hannes Van Wyk,https://www.youtube.com/watch?v=R7zZPxM4EZI
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-07-17,1707-24,,Unknown Speaker,Mpho Nkoana,Mpho Nkoana,https://www.youtube.com/watch?v=2Z4uQIDzK7g
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-07-13,1407-24,,"Rested, Fighting, Seated, Walking",Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=V4Q3DMpVcx4
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-07-10,1007-24,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=pvPPU1cx4tw
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-07-06,0707-24,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=lFaMATqSPU8
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-07-03,0307-24,,Unknown Speaker,Jimmy Pezoa,Jimmy Pezoa,https://www.youtube.com/watch?v=1YC8vBlYNko
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-06-26,2606-24,,Unknown Speaker,Armand Struwig,Armand Struwig,https://www.youtube.com/watch?v=JXmPLIdk9jI
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-06-22,2306-24,,Perfect Strength,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=Y-c27UtFA78
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-06-15,1606-24,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=7GYarWW6rdY
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-06-12,1206-24,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=9duOnrrqO4U
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-06-08,0906-24,,Where are you driving,Ben Gloyne,Where You Driving,https://www.youtube.com/watch?v=QWj_GRkHNEI
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-06-05,0506-24,,Unknown Speaker,Jimmy Pezoa,Jimmy Pezoa,https://www.youtube.com/watch?v=LtbDJl1PYiM
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-05-29,2905-24,,Unknown Speaker,Mpho Nkoana,Mpho Nkoana,https://www.youtube.com/watch?v=NIV9VlUS8Rs
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-05-25,2605-24,,Taking,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=7k9Z85qBs94
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-05-22,2205-24,,Unknown Speaker,Armand Struwig,Armand Struwig,https://www.youtube.com/watch?v=Q_3FKp7rD1Y
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-05-11,1205-24,,The Power of Unity,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=L0VLjdIx6Zw
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-05-04,0505-24,,Being Convinced,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=s_8sPMhcHWU
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-05-01,0105-24,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=lpSu_WUBDYA
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-04-28,2804-24,,Living Water,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=ERQoNKZYhDQ
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-04-21,2104-24,,"Heaven knows, hell knows",Ben Gloyne,Heaven Knows,https://www.youtube.com/watch?v=8viaf7dQOFE
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-04-17,1704-24,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=sT0bbBhBuFM
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-04-14,1404-24,,The Wheat and Tares,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=XjdhTueuoBM
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-04-10,1004-24,,From Trash To Treasure,Jimmy Pezoa,Jimmy Pezoa,https://www.youtube.com/watch?v=KPdKNq9vcoY
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-04-07,0704-24,,The Anointed Bride Body,Ben Gloyne,Anointed Bride Body,https://www.youtube.com/watch?v=j-D_YAsc1lk
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-04-03,0304-24,,Know The Right Season You Are Alive,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=HPMibFTxTjg
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-03-23,2403-24 - Shekinah Tabernacle Youth Service,Shekinah Tabernacle,"David Lee, Jimmy Pezoa",David,David Lee,https://www.youtube.com/watch?v=VyGTAN84m-g
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-03-24,2403-24,,Walking With The Word,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=B2LQy2z9sOg
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-03-20,2003-24,,The Body,Armand Struwig,Armand Struwig,https://www.youtube.com/watch?v=vkCEpol8ZOQ
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-03-10,1003-24,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=F8qSS_DEnzs
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-03-06,0603-24,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=Kgp2uQKNVtk
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-02-28,2802-24 Wednesday Evening,,Unknown Speaker,Eduan Naude,Eduan Naude,https://www.youtube.com/watch?v=WQAUNLAF3wU
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-02-21,2102-24,,Unknown Speaker,Mpho Nkoana,Mpho Nkoana,https://www.youtube.com/watch?v=Pw33s6JAzmk
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-02-18,1802-24,,Unknown Speaker,Tazwell Jeffries,Tazwell Jeffries,https://www.youtube.com/watch?v=zlLh_69lygA
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-02-13,1402-24,,Unknown Speaker,Jimmy Pezoa,Jimmy Pezoa,https://www.youtube.com/watch?v=ttwIH5-R9g4
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-02-11,1102-24,,Unknown Speaker,Armand Struwig,Armand Struwig,https://www.youtube.com/watch?v=Ct8rVPKofvc
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-02-04,0402-24,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=JXfQv1OFJAg
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-01-31,3101-24,,Unknown Speaker,Andy Clifford,Andy Clifford,https://www.youtube.com/watch?v=jTNj4mQMapY
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-01-21,2101-24,,The Yoke Is Destroyed Because Of The Anointing,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=rRIGiZHiMm0
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-01-17,1701-24,,Unknown Speaker,Albert Ruegg,Albert Ruegg,https://www.youtube.com/watch?v=qZJhwWZvH8c
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-01-14,1401-24,,Redemption,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=B7Ny0Ii0-XQ
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-01-10,1001-24,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=tIS8t7Fq934
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2024-01-07,0701-24,,Sincerity,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=3as3CSj29c8
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2024-01-02,0301-24,,Unknown Speaker,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=JcEcPgOG3FI
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2023-12-31,3112-23,,Unknown Speaker,Watchnight,Watchnight,https://www.youtube.com/watch?v=K4tOfQ4GaP0
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2023-12-20,2012-23,,Unknown Speaker,Jimmy Pezoa,Jimmy Pezoa,https://www.youtube.com/watch?v=0bJA0B2UiyQ
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2023-12-13,1712-23,,Lets Go All The,Albert Ruegg,Lets Go All,https://www.youtube.com/watch?v=CTH_ku7q9DY
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2023-12-03,0312-23,,Unknown Speaker,Ferdy Esau,Ferdy Esau,https://www.youtube.com/watch?v=9ZuFVF-htt8
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2023-11-29,2911-23,,Rightly Dividing The Word of Truth,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=Fvk3vT9u--8
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2023-11-26,2611-23,,Unknown Speaker,Armand Struwig,Armand Struwig,https://www.youtube.com/watch?v=5yMlPv62IDU
UnknownNeedsName,Shekinah_Tabernacle_Summary.csv,2023-11-22,2211-23,,Unknown Speaker,Andy Clifford,Andy Clifford,https://www.youtube.com/watch?v=rmq8dkyV0po
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2023-11-19,1911-23,,Being Identified,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=EgwPtMC0Jfc
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2023-11-12,1211-23,,You Cant Sit On The Fence Anymore,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=BOA5eBwFHaA
ErroneousLabel,Shekinah_Tabernacle_Summary.csv,2023-11-05,0511-23,,Jealousy Because of Inadequacy,Ben Gloyne,Ben Gloyne,https://www.youtube.com/watch?v=NWB3i9wiNkg
